wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:00036134n,,"foxtrot, fox-trot, fox_trot, slow_foxtrot, slowfox, jasondows, foxtrot,_the_cartoon",A ballroom dance in quadruple time; combines short and long and fast and slow steps fixed sequences,"fox-trot, foxtrot, fox, fox_trot, fox_trots, two_step, two-step, slowfox",YES,
,bn:00636720n,,"four-on-the-floor, four_on_the_floor, 4_to_the_floor, four_to_the_floor, 4-to-the-floor, four-to-the-floor",Four-on-the-floor is a rhythm pattern used primarily in disco and electronic dance music.,"four-on-the-floor, four_to-the-floor, four_on-the-floor, four_to_the-floor, cuatro_en_el_piso, four_to_the_floor, four_on_the-floor, four-to-the-floor, cuatro_en_la_pista, cuatro_en_el_suelo, 4_en_el_suelo, 4_on_the_floor, cuatro_contra_el_piso, cuatro_al_piso",YES,
,bn:00494356n,,"pit_orchestra, pit_band","A pit orchestra is a type of orchestra that accompanies performers in musicals, operas, ballets, and other shows involving music.",foso_de_la_orquesta,YES,
,bn:00839108n,,"forró, forro_pe-de-serra, forro, forró_pé-de-serra, forró_pé-de_serra","The term forró refers to a musical genre, a rhythm, a dance and the event itself where forró music is played and danced.","forró, forro",YES,
,bn:01301986n,,"shape_note, shape-note_hymnal, patent_note, shape-note, shaped_note, shapenotes, shapenote, fasola, shapenote_music, shape_notes, shaped_notes, shape_note_singing",Shape notes are a musical notation designed to facilitate congregational and social singing.,forma-nota,YES,
,bn:00305558n,,"formalism, musical_formalism, formalism_in_music","In music theory and especially in the branch of study called the aesthetics of music, formalism is the concept that a composition's meaning is entirely determined by its form.",formalismo,YES,
,bn:00164521n,,"ternary_form, trio, song_form, a-b-a, aba_form, expanded_ternary_form, popular_song_form, three-part_form","Ternary form, sometimes called song form, is a three-part musical form consisting of an opening section, a following section and then a repetition of the first section.",forma_ternaria,YES,
,bn:03443987n,,"sonata_rondo_form, sonata_rondo, sonata-rondo, sonata-rondo_form",Sonata rondo form is a musical form often used during the Classical music era.,"forma_sonata_rondó, forma_rondó_sonata, sonata_rondo, forma_rondo-sonata, forma_rondó-sonata, forma_sonata_rondo, forma_rondo_sonata",YES,
,bn:03353979n,,"strophic_form, chorus_form, strophic_structure, strophic_song, verse-repeating, modified_strophic, strophic, aaa_song_form, one-part_song_form","Strophic form – also called verse-repeating form, chorus form, AAA song form, or one-part song form – is a song structure in which all verses or stanzas of the text are sung to the same music.","forma_estrófica, estrófica",YES,
,bn:16906551n,,"verse-chorus_form, verse–chorus_form, verse-chorus, simple_verse-chorus_form, verse-chorus-verse_form, verse-refrain_form, simple_verse_form, breakout_chorus, contrasting_verse-chorus_form, verse_refrain_form, verse_refrain, verse–refrain_form","Verse–chorus form is a musical form common in popular music, used in blues and rock and roll since the 1950s, and predominant in rock music since the 1960s.","forma_de_verso-coro, verso-coro",YES,
,bn:03607824n,,"cyclic_form, extended_form","Cyclic form is a technique of musical construction, involving multiple sections or movements, in which a theme, melody, or thematic material occurs in more than one movement as a unifying device.","forma_cíclica, forma_ciclica",YES,
,bn:00151471n,,"binary_form, rounded_binary_form, ab_form, binary-form, minuet_form","Binary form is a musical form in 2 related sections, both of which are usually repeated.",forma_binaria,YES,
,bn:00295117n,,"thirty-two-bar_form, ballad_form, thirty-two_bar_form, 32_bar_song_form, compound_aaba_form, middle_8, middle_eight, 32-bar_form, 32_bar_song, american_popular_song_form, aaba_form, aaba_song_form, 32-measure_song, 32_bar_form","The 32-bar form, also known as the AABA song form, American popular song form and the ballad form, is a song structure commonly found in Tin Pan Alley songs and other American popular music, especially in the first half of the 20th century.","forma_aaba, treinta_y_dos_compases",YES,
,bn:03758588n,,"furlana, frullana, furlane, forlane, friulana, forlana",The furlana is an Italian folk dance from the Italian region of Friuli Venezia Giulia.,"forlane, forlana",YES,
,bn:00057169n,,"needle, phonograph_needle",A stylus that formerly made sound by following a groove in a phonograph record,fonógrafo_aguja,YES,
,bn:00000988n,,"phonophobia, acousticophobia, sonophobia, fear_of_sounds, phonophobe, aversion_to_sounds, ligyrophobia, fear_of_noise, hypersensitivity_to_sounds, fear_of_voices, fear_of_loud_sounds, phono_phobia, phonobia",A morbid fear of sounds including your own voice,"fonofobia, acousticophobia, acusticofobia, sonofobia",YES,
,bn:03338081n,,"phonautograph, phonoautogram, oldest_recorded_music, phonautogram, phonoautograph, phonautograms",The phonautograph is the earliest known device for recording sound.,"fonoautógrafo, fonoautografo",YES,
,bn:00895778n,,digital_booklet,Digital booklets are the digital equivalent of liner notes that often accompany digital music purchases.,folleto_digital,YES,
,bn:03832153n,,folktronica,A musical genre combining elements of folk music and electronica.,folktronica,YES,
,bn:01414157n,,"medieval_folk_rock, renaissance_rock","Medieval folk rock, medieval rock or medieval folk is a musical subgenre that emerged in the early 1970s in England and Germany which combined elements of early music with rock music.","folk_rock_medieval, rock_folk_medieval",YES,
,bn:00923100n,,"folk_rock, folk-rock, rock_and_reel, 1960s_folk_rock, rock_folk, folk/rock, pop_folk, extreme_folk, folk_rock_music, folk_pop, folkrock","Folk rock is a hybrid music genre combining elements of folk music and rock music, which arose in the United States, Canada, and the United Kingdom in the mid-1960s.","folk_rock, folk-rock, folk_pop, folck_rock, folck-rock, pop_folk",YES,
,bn:00994946n,,"folk_punk, 2000s_folk_punk, 1990s_folk_punk, folk-punk, rogue_folk, 1970s_folk_punk, list_of_folk_punk_bands, folkcore",Folk punk is a fusion of folk music and punk rock.,"folk_punk, folk-punk, punk_folk",YES,
,bn:03604192n,,"folk_metal, celtic_doom_metal, celtic_battle_metal, oriental_metal, celtic_pagan_metal, egyptian_metal, melodic_folk_metal, gray_metal, grey_metal",A fusion genre of heavy metal music and traditional folk music that developed in Europe during the 1990s.,"folk_metal, folk-metal, celtic_metal, metal_celta, oriental_metal, metal_oriental",YES,
,bn:00472637n,,"electric_folk, british_folk-rock, british_folk_rock","British folk rock is a form of folk rock which developed in the United Kingdom from the mid 1960s, and was at its most significant in the 1970s.",folk_eléctrico,YES,
,bn:01467060n,,"folk_baroque, chamber_folk, baroque_guitar","Folk baroque or baroque guitar, and also sometimes called chamber folk, is a distinctive and influential guitar fingerstyle developed in Britain in the 1960s, which combined elements of American folk, blues, jazz and ragtime with British traditional music to produce a new and elaborate form of accompaniment.",folk_barroco,YES,
,bn:02459805n,,flumpet,The Flumpet is a hybrid brass instrument that shares the construction and timbral qualities of a trumpet and flugelhorn.,flumpet,YES,
,bn:01137744n,,"flexi_disc, evatone_soundsheet, soundsheet, sonosheet, flexi-disk, sound_sheet, flexi-disc, phonosheet, flexidiscs, flexidisc, flexi_disk, flexidisk, evatone","The flexi disc is a phonograph record made of a thin, flexible vinyl sheet with a molded-in spiral stylus groove, and is designed to be playable on a normal phonograph turntable.","flexi, flexi_disco, flexi_disc, flexidisc, flexi-disc, disco_flexible",YES,
,bn:03326447n,,"flexatone, flexaton, flessatono, flex-a-tone, fleximetal, flexotone, flexatron, flexitone, flessatano",The flexatone or fleximetal is a modern percussion instrument consisting of a small flexible metal sheet suspended in a wire frame ending in a handle.,"flexatono, flexatone",YES,
,bn:00550723n,,"western_concert_flute, boehm_flute, c_flute, transverse_flute, concert_flute, orchestral_flute, flute, german_flute, kingma_system_flute, kingma_flute, giorgi_flute, baroque_flute, kingma_system, flauto_traverso, western_flute, traversiere, modern_flute, querflöte, traverso","The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood.","flauta_travesera, flauto_traverso, flauta_transversal, flauta_traversera, hdp, flauta_traversa, flauta_trasversa, flauta_barroca, flauta_de_concierto, flauta_de_concierto_occidental",YES,
,bn:00075838n,,"tabor_pipe, three-hole_pipe, schwiegel, swegel, tamerlinpfeife, tämmerinpfeife, flauta_de_tres_hoyos",A small fipple flute that is played with the left hand while the right hand is free to beat a tabor,"flauta_de_tres_agujeros, txistu, txistulari, chistu, miniflauta, silbu, chifla, chistulari, flauta_de_tres_orificios, tabor_tubo, tubería_de_tres_agujeros",YES,
,bn:00287008n,,"bass_flute, singing-bass",The bass flute is a member of the flute family.,flauta_baja,YES,
,bn:00286999n,,"alto_flute, altfloete, altflote, g_flute, bass_flute, altflöte, flute_in_g","The alto flute is an instrument in the Western concert flute family, the second-highest member below the standard C flute after the uncommon flûte d'amour.","flauta_alto, flauta_contralto",YES,
,bn:00035477n,,"flute, transverse_flute, side-blown_flute, side-blown_flutes, flutes, fluter, flute-player, flautista, floutist, the_flute, flutenist, jazz_flutist, fluteplaying, edge-blown_aerophone, flöte, edge-blown_aerophones, wooden_flute, classical_flautist, flute_playing, floete, fluteplayer, flute-playing",A high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown,"flauta, flauta_travesera, flautas, flute, flautista",YES,
,bn:03000635n,,flatpicking,Flatpicking is the technique of striking the strings of a guitar with a pick held between the thumb and one or two fingers.,flatpicking,YES,
,bn:01983440n,,"flanging, flanger, list_of_recordings_with_a_prominent_flanging_effect, flange, phasing_effect, flangers","Flanging is an audio effect produced by mixing two identical signals together, one signal delayed by a small and gradually changing period, usually smaller than 20 milliseconds.","flanger, flanging",YES,
,bn:00035011n,,"gypsy_dancing, flamenco",A style of dancing characteristic of the Andalusian Gypsies; vigorous and rhythmic with clapping and stamping of feet,"flamenco, gitana_bailando",YES,
,bn:00034985n,,"flageolet, treble_recorder, shepherd's_pipe",A small fipple flute with four finger holes and two thumb holes,"flageolet, flabiol, dulzaina, agudos_grabadora",YES,
,bn:00034617n,,"fipple, fipple_flute, whistle_flutes, flutes_with_duct, english_flute_recorder, block_flutes, duct_flute, fipple_flutes, duct_flutes",A wooden plug forming a flue pipe (as the mouthpiece of a recorder),fipple,YES,
,bn:00290664n,,"fingerstyle_guitar, finger_picking, fingerpicking, fingerstyle, percussive_fingerstyle, new_age_fingerstyle, pattern_picking, back_picking, fingerstyle_jazz_guitar, thumbpicking, american_fingerstyle_guitar, finger-style, finger-picking, travis_picking, ragtime_guitar, african_fingerstyle_guitar","Fingerstyle guitar is the technique of playing the guitar or bass guitar by plucking the strings directly with the fingertips, fingernails, or picks attached to fingers, as opposed to flatpicking.","fingerpicking, finger-picking, finger_picking, guitarra_ragtime, fingerstyle, guitarra_fingerstyle, dedo_al_estilo, recolección_dedo, dedo-cosecha",YES,
,bn:02650727n,,"filter, video_filter",A video filter is a software component that is used to decode audio and video.,"filtro_de_vídeo, filtro_de_video",YES,
,bn:00544184n,,"philosophy_of_music, philosopher_of_music, music_philosophy, musical_philosophy","Philosophy of music is the study of ""fundamental questions about the nature of music and our experience of it"".",filosofía_de_la_música,YES,
,bn:02239991n,,"fill, link, drum_fill","In popular music, a fill is a short musical passage, riff, or rhythmic sound which helps to sustain the listener's attention during a break between the phrases of a melody.","fill, relleno",YES,
,bn:00025152n,,"dance_step, dance_move, step, dance_pattern, dance_figure, dance_variation, dance-figure, dance_steps, dance-figures, step_pattern, dance_moves, step_sheet",A sequence of foot movements that make up a particular dance,"figura, paso, paso_de_baile, bailar_paso",YES,
,bn:00008615n,,"barn_dance, barndance",A dance party featuring country dancing,"fiesta_del_pueblo, baile_del_pueblo, baile_popular_que_tiene_lugar_en_un_granero",YES,
,bn:03978922n,,fidget_house,genre of house music,fidget_house,YES,
,bn:03621953n,,"music_festival, musical_festival, lists_of_music_festivals_by_year, festival_of_music, list_of_czech_music_festivals, lists_of_music_festivals_by_country, outdoor_festival, lists_of_music_festivals_by_genre, lists_of_music_festivals_by_continent, list_of_musical_festivals, historic_music_festival, list_of_current_music_festivals_in_north_america, music_festivals, lists_of_music_festivals, country_music_camping, european_music_festivals, north_american_music_festivals, list_of_historic_music_festivals, historic_music_festivals","A music festival is a community event oriented towards live performances of singing and instrument playing that is often presented with a theme such as musical genre, nationality, locality of musicians, or holiday.","festivales, festival_de_música, festival_musical, festival_de_musica, festivales_de_música",YES,
,bn:02415380n,,"rock_festival, rock_music_festival, rock_festivals, list_of_traveling_rock_festivals, historic_rock_festival, list_of_rock_festivals, list_of_historic_rock_festivals, lists_of_rock_festivals, historic_rock_festivals, rock_fest","A rock festival is a series of musical performances by a variety of artists, which generally take place over a number of days.","festival_de_rock, festival_de_música_rock, festivales_de_rock",YES,
,bn:00943547n,,radio_festival,A radio festival is a music show featuring live bands that are created and promoted solely by commercial radio stations or media conglomerates.,festival_de_radio,YES,
,bn:00048068n,,jazz_festival,A festival that features performances by jazz artists,festival_de_jazz,YES,
,bn:00497225n,,festa_teatrale,"The term festa teatrale refers to a genre of drama, and of opera in particular.","festa_teatrale, teatrale_festa",YES,
,bn:00000980n,,acoustic_phenomenon,A physical phenomenon associated with the production or transmission of sound,fenómeno_acústico,YES,
,bn:02421166n,,street_date,"In business, a street date is the date a particular product is to be released for sale to the general public.",fecha_de_lanzamiento,YES,
,bn:01844956n,,"fauxbourdon, faux_bourdon, favordón, fau_bordon, false_bass, fabordon, faberton, faberdon, faburden, faul_bordon, fauxbordon","Fauxbourdon – French for false drone – is a technique of musical harmonisation used in the late Middle Ages and early Renaissance, particularly by composers of the Burgundian School.","fauxbourdon, fabordón, fabordon",YES,
,bn:00231852n,,"farsa, farse_per_musica, farses, farce_music","Farsa is a genre of opera, associated with Venice in the late 18th and early 19th centuries.","farsa, farsa_sentimental, farsa_jocosa",YES,
,bn:03230394n,,farruca,Farruca is a form of flamenco music developed in the late 19th century.,farruca,YES,
,bn:00033658n,,"farandole, farandoule, french_darandole",A lively dance from Provence; all the dancers join hands and execute various figures,"farandola, farandole, farándula, baile_alegre",YES,
,bn:01014201n,,fann_at-tanbura,"Fann aṭ-Ṭanbūra is a traditional music and dance genre in the Arab states of the Persian Gulf, especially Bahrain, Kuwait and Oman.",fann_at-tanbura,YES,
,bn:03378717n,,"fanfare, flourish, musical_flourish, fanfares, fanfar","A fanfare is a short musical flourish that is typically played by trumpets, French horns or other brass instruments, often accompanied by percussion.",fanfarria,YES,
,bn:00033625n,,"fandango, fandangos, frndango",A provocative Spanish courtship dance in triple time; performed by a man and a woman playing castanets,"fandango, fandangos",YES,
,bn:00080038n,,"violin_family, arm_viol",(music) the family of bowed stringed instruments,"familia_violín, violín_familia",YES,
,bn:03745912n,,"false_ending, fake_ending","A false ending has two contexts: in literature, film and video games it is a narrative device where the plot seems to be heading to its conclusion, but in reality, there's still more to the story; in a musical composition, however, it is a complete stop of the work or song for one or more seconds before continuing.",falso_final,YES,
,bn:01744432n,,falsettone,"Falsettone is a term used in modern Italian musicology to describe a vocal technique used by male opera singers in the past, in which the fluty sounds typical of falsetto singing are amplified by using the same singing technique used in the modal voice register.",falsettone,YES,
,bn:00032810n,,"fallboard, fall-board",The hinged protective covering that protects the keyboard of a piano when it is not being played,"fallboard, caída_a_bordo",YES,
,bn:00076540n,,"tenoroon, fagottino, tenor_bassoon, mini-bassoon, quintfagott, hochquintfagott, quint-bassoon, quartfagott, tenorfagott, quart-bassoon, basson_quinte",A tenor bassoon; pitched a fifth higher than the ordinary bassoon,"fagotino, tenoroon",YES,
,bn:00008942n,,"bassoon, buffet_system, fagotte, french_bassoon, fagotti, fagotto, bassoons, baßoon, fagott, pancake_key, fagot, basoonist, basoon, heckel_system",A double-reed instrument; the tenor of the oboe family,"fagot, fagote, fagotes, bajón, fagots, fagotto, fagotista, piporro, fagot_francés, fagot_frances",YES,
,bn:00032678n,,factory_whistle,A whistle at a factory that is sounded to announce times for starting or stopping work,fábrica_silbato,YES,
,bn:01296834n,,"f-sharp_minor, g_flat_minor, f_sharp_minor, f♯_minor","F-sharp minor is a minor scale based on F♯, consisting of the pitches F♯, G♯, A, B, C♯, D, and E. Its key signature has three sharps.","fa_sostenido_menor, sol_bemol_menor",YES,
,bn:00032580n,,"fa, f, e-sharp, e♯, e_sharp, fa_note, e#",The syllable naming the fourth (subdominant) note of the diatonic scale in solmization,"fa, f",YES,
,bn:01301196n,,"expressionist_music, expressionism, musical_expressionism","The term expressionism ""was probably first applied to music in 1918, especially to Schoenberg"", because like the painter Wassily Kandinsky he avoided ""traditional forms of beauty"" to convey powerful feelings in his music.","expresionismo_musical, expresionismo",YES,
,bn:00942891n,,musical_expression,Musical expression is the art of playing or singing with a personal response to the music.,expresión_musical,YES,
,bn:02498404n,,exotica,"Exotica is a musical genre, named after the 1957 Martin Denny album of the same title that was popular during the 1950s to mid-1960s with Americans who came of age during World War II.",exotica,YES,
,bn:03244044n,,benefit_performance,A benefit performance is a type of live entertainment which is undertaken for a cause.,"evento_benéfico, benéfico",YES,
,bn:01333903n,,"euro_disco, eurodisco, euro-disco, european_disco",Euro disco is the variety of European forms of electronic dance music that evolved from disco in the late 1970s; incorporating elements of pop and rock into a disco-like continuous dance atmosphere.,"eurodisco, euro_disco",YES,
,bn:03680054n,,"ethnomusicology, ethno-musicology, non-western_music, musical_ethnology, comparative_musicology, ethnomusicological, ethnomusicologists, ethnomusicologist, music-ethnologist",Ethnomusicology is the study of music from the cultural and social aspects of the people who make it.,"etnomusicologia, etnomusicología, etnomusicólogo, etnomusicóloga, etnomusicologo, musicología_comparada, etnomusicólogos",YES,
,bn:02100184n,,"ethno_jazz, world_jazz, ethno-jazz","Ethno jazz, also known as world jazz, is a subgenre of jazz and world music, developed internationally in the 1950s and '60s and broadly characterized by a combination of traditional jazz and non-Western musical elements.",etno-jazz,YES,
,bn:03894171n,,"ethnic_electronica, ethnotechno, ethnotronica, ethno-techno, ethno_techno, ethno_electronica","Ethnic electronica is a broad category of electronic music, where artists combine elements of electronic and world music.","etno_electrónica, etno_electronica",YES,
,bn:01305453n,,"diy_culture, diy_ethic, diy_punk_ethic, guerrilla_rock, do_it_yourself_ethic, guerrilla_punk, diy_film, diy_ethos, do-it-yourself_ethic, diy_not_emi",DIY ethic is the ethic of self-sufficiency through completing tasks without the aid of a paid expert.,"ética_diy, etica_diy, cultura_diy, ética_del_punk_diy",YES,
,bn:16264974n,,"ethereal_wave, ethereal_rock, ethereal_pop, ethereal_goth, ethereal_dark_wave, ethereal_darkwave, ethereal, ethereal_music","Ethereal wave, also called ethereal darkwave, ethereal goth or simply ethereal, is a subgenre of dark wave music that is variously described as ""gothic"", ""romantic"", and ""otherworldly"".","ethereal, etereo, wave_etéreo, ethereal_wave, etéreo, wave_etereo",YES,
,bn:00061178n,,"peal, pealing, rolling, roll",A deep prolonged sound (as of thunder or large bells),"estruendo, retumbo, pealing, repique",YES,
,bn:00011620n,,bluster,Noisy confusion and turbulence,estruendo,YES,
,bn:00326657n,,"song_structure, verse, pre-chorus, Vers, prechorus, postchorus, aba_structure, a-part, song-structure, musical_forms_of_songs","Song structure is the arrangement of a song, and is a part of the songwriting process.","estructura_de_una_cancion, verso, estructura_de_una_canción, Vers, partes_de_una_cancion, partes_de_una_canción",YES,
,bn:00074666n,,"stridulation, stridulitrum, chirp, stridulate, stridulatory_organs, stridulating, anthropod_stridulation, arthropod_stridulation, stridulatory, stridulatory_organ",A shrill grating or chirping noise made by some insects by rubbing body parts together,"estridulación, chasqueo, estridulacion, stridulation, stridulate",YES,
,bn:00074665n,,"stridor, inspiratory_stridor, congenital_stridor, expiratory_stridor",A whistling sound when breathing (usually heard on inspiration); indicates obstruction of the trachea or larynx,"estridor, Stridor",YES,
,bn:02248231n,,"close_and_open_harmony, close_harmony, close-harmony, close_chord, close_position, barbershop_harmony, open-harmony, close_harmony_duet, open_and_closed_harmony, block_harmony, open_harmony, close_harmony_singing","A chord is in close harmony if its notes are arranged within a narrow range, usually with no more than an octave between the top and bottom notes.",estrecha_armonía,YES,
,bn:03443866n,,"sensitive_style, empfindsamer_stil","Empfinsamer Stil or sentimental style is a style of musical composition and poetry developed in 18th-century Germany, intended to express ""true and natural"" feelings, and featuring sudden contrasts of mood.","estilo_sentimental, empfindsamer_stil",YES,
,bn:03724750n,,"venetian_polychoral_style, cori_spezzati, coro_spezzato",The Venetian polychoral style was a type of music of the late Renaissance and early Baroque eras which involved spatially separate choirs singing in alternation.,"estilo_policoral_veneciano, estilo_veneciano_polychoral, cori_spezzati",YES,
,bn:00032400n,,"style, expressive_style, art_style, styles_of_painting, painting_styles, visual_style, painting_style, stylizes, stylizer, stylizers, style_over_substance, style_in_visual_art, manner_of, stylisationally, stylisational, stylizings, stylisms, stylized, stylisations, stylize, stylises, styliser, stlye_in_art, stylising, style_in_art, stylisers, stylised, stylisings, visual_art_style, stylizations, stylism, stylized_art, style_of_art, stylizing, stylise",A way of expressing something (in language or art or music etc.) that is characteristic of a particular person or group of people or period,"estilo, discurso, estilo_artístico, estilo_artistico, estilo_expresivo",YES,
,bn:00416224n,,"aesthetics_of_music, musical_aesthetics, musical_ontology, aesthetics, esthetics_of_music, music_aesthetics","Aesthetics of music is a branch of philosophy that deals with the nature of art, beauty and taste in music, and with the creation or appreciation of beauty in music.","estética_musical, estética_de_la_música",YES,
,bn:01845982n,,"jazz_standard, list_of_modal_and_post-bop_jazz_standards, list_of_swing_jazz_standards, list_of_latin_and_funk_jazz_standards, list_of_bebop_jazz_standards, list_of_mainstream_jazz_standards, jazz-standard, jazz_standards, list_of_jazz_pieces, list_of_swing_standards, list_of_bossa_nova_standards, standards, bossa_nova_standard, list_of_dixieland_standards, list_of_jazz_standards, list_of_bossa_standards","Jazz standards are musical compositions that are an important part of the musical repertoire of jazz musicians, in that they are widely known, performed, and recorded by jazz musicians, and widely known by listeners.","estándar_del_jazz, estandar, estándares_del_jazz, estandar_de_jazz, estándar, estándar_de_jazz, estándares_de_jazz, jazz_standard, standard_de_jazz, estandar_del_jazz, standards_de_jazz",YES,
,bn:03717688n,,"standard_repertoire, repertoire","Standardrepertoar er en samling musikkstykker som representerer sin sjanger, og som musikere i sjangeren pleier være kjent med.",estándar,YES,
,bn:00136319n,,"estampie, istanpitta, estompé, stampita, istampitte, estampida, istampitta",The estampie is a medieval dance and musical form which was a popular instrumental and vocal form in the 13th and 14th centuries.,estampie,YES,
,bn:00072806n,,"sonic_boom, sonic_booms, sonic_crack, sound_boom, supersonic_boom, sonicboom, bullet_bow_shockwave",An explosive sound caused by the shock wave of an airplane traveling faster than the speed of sound,"estampido_sónico, explosión_sónica, boom_sónico, estampido_sonico, explosion_sónica, boom_sonico, explosion_sonica, estallido_acústico, explosiones_sónicas, estampido_supersónico",YES,
,bn:00914485n,,"esraj, israj",The esraj is an Indian stringed instrument found in two forms throughout the Indian subcontinent.,"esraj, dilruba",YES,
,bn:00073394n,,"spinet, spinnet, bentside_spinet, spinnit, cembalo_traverso, spinets, spinett, querflügel, spinet_piano",Early model harpsichord with only one string per note,"espineta, spinettone",YES,
,bn:00073393n,,spinet,A small and compactly built upright piano,espineta,YES,
,bn:00000984n,,"sound_spectrum, acoustic_spectrum",The distribution of energy as a function of frequency for a particular sound source,"espectro_acústico, serie_armónica, espectro_de_sonido, serie_de_armónicos",YES,
,bn:01111101n,,"spectral_music, spectralist_school, spectral_school, spectralist, école_spectrale, spectral_composition, spectralism, spectral_technique, spectralist_composer",Spectral music uses the acoustic properties of sound – or sound spectra – as a basis for composition.,"espectralismo, école_spectrale, ecole_spectrale, música_espectral",YES,
,bn:00067987n,,"road_show, roadshow",A show on tour,"espectáculo_itinerante, road_show",YES,
,bn:02130822n,,"acoustic_space, listening_room",Acoustic space is an acoustic environment in which sound can be heard by an observer.,espacio_acústico,YES,
,bn:00073040n,,space,One of the areas between or below or above the lines of a musical staff,espacio,YES,
,bn:02291638n,,"sound_sculpture, sound_sculptures","Sound sculpture is an intermedia and time based art form in which sculpture or any kind of art object produces sound, or the reverse.",escultura_sonora,YES,
,bn:00056454n,,"music_school, school_of_music, hochschule_für_musik, hochschule_fuer_musik, hochschule_fur_musik, college_of_music, conservatory_of_music, music_schools, music_conservatoires, music_education_organization, music_college, musikhoegskolan, musikhogskolan, school, university_school_of_music, music_academy, college_or_university_school_of_music, musical_college, staatliche_hochschule_fur_musik, musikhögskolan, higher_education_in_music, university_schools_of_music, college_and_university_school_of_music, conservatorium, music_conservatories, musikhochschule, staatliche_hochschule_für_musik, music_conservatory",A school for the study of music,"escuela_de_música, conservatorio, organización_de_educación_musical, escuela_musical, hochschule_für_musik, escuela_superior_de_música, academia_música, academia_de_música, conservatorio_música",YES,
,bn:02458743n,,"mannheim_school, mannheim_orchestra, mannheim_roller, grand_sigh, mannheim_climax, mannheim_rocket, mannheim_birds, mannheim_style, mannheim_bird, mannheim_crescendo","Mannheim school refers to both the orchestral techniques pioneered by the court orchestra of Mannheim in the latter half of the 18th century and the group of composers of the early classical period, who composed for the orchestra of Mannheim.","escuela_de_mannheim, cohete_mannheim",YES,
,bn:03290807n,,"singing_school, singing_master, singing_schools",A singing school is a school in which students are taught to sightread vocal music.,escuela_de_canto,YES,
,bn:02375513n,,berlin_school_of_electronic_music,The Berlin School is a style of electronic music that emerged in the 1970s.,"escuela_de_berlín_de_música_electrónica, escuela_de_berlín, escuela_de_berlín_de_música_electronica, escuela_de_berlin_de_musica_electronica, escuela_de_berlin_de_musica_electrónica, escuela_de_berlín_de_musica_electronica, escuela_de_berlín_de_musica_electrónica, escuela_de_berlin_de_música_electrónica, escuela_de_berlin, escuela_de_berlin_de_música_electronica, escuela_de_berlín_la_música_electrónica",YES,
,bn:00145597n,,"binaural_recording, binaural_sound_recording","Binaural recording is a method of recording sound that uses two microphones, arranged with the intent to create a 3-D stereo sound sensation for the listener of actually being in the room with the performers or instruments.","escucha_binaural, sonido_binaural, grabación_binaural",YES,
,bn:03815582n,,"escopetarra, guntar","An escopetarra is a guitar made from a modified gun, used as a peace symbol.",escopetarra,YES,
,bn:03719597n,,"punk_rock_in_california, california_punk_rock, cali_punk, san_francisco_hardcore, californian_hardcore, la_punk_band, east_bay_punk, punk_in_california, californian_punk, punk_rock_scene_in_california, california_punk_band, california_punk, california's_punk_rock_scene, california_punk_scene, california's_punk_rock_culture, punk_rock_culture_in_california","Since the mid 1970s, California has had thriving regional punk rock movements.","escena_punk_de_california, punk_de_california, punk_californiano, punk_california",YES,
,bn:00181832n,,"popular_music_in_the_socialist_federal_republic_of_yugoslavia, yugoslav_pop_and_rock_music, yu_rock, sfr_yugoslav_pop_and_rock_scene, yugoslav_pop_and_rock, yugoslav_rock, yugoslav_pop_and_rock_scene, yu_pop, yugoslav_rock_scene, popular_music_in_yugoslavia, yugoslavia_pop_music, yugoslav_pop_music, sfr_yugoslavia_pop_and_rock_music_scene, yugoslav_pop_and_rock_music_scene, yupop, ex-yu_rock_pop, yugoslav_rock_music, sfr_yugoslav_pop_and_rock_music_scene, ex-yu_music, yugoslav_pop_rock_music, yugoslavia_rock_music, sfr_yugoslav_pop_rock_scene, yugoslavia_rock","Popular music in Yugoslavia includes the pop and rock music of the former SFR Yugoslavia, including all their genres and subgenres.",escena_del_rock_yugoslavo,YES,
,bn:01814452n,,"canterbury_scene, canterbury_sound, canterbury_rock, canterburyany_part_sound, canterbury","The Canterbury scene was a musical scene centred around the city of Canterbury, Kent, England during the late 1960s and early 1970s.","escena_de_canterbury, escena_canterbury",YES,
,bn:02912377n,,"53_equal_temperament, 53-tet, 53-tone_equal_temperament, 53tet, 53_tone_equal_temperament","In music, 53 equal temperament, called 53 TET, 53 EDO, or 53 ET, is the tempered scale derived by dividing the octave into 53 equal steps.","escalas_en_comas, 53_temperamento_igual",YES,
,bn:01000037n,,"octatonic_scale, 8-28, diminished_scale, β_chord, octatonic_mode, pijper's_scale, pijper_scale, beta_chord, α_chord, alpha_chord, alpha_chord_collection, 8_note_scale, octotonic_scale, gamma_chord, octatonic, γ_chord, golden_section_chord",An eight-note scale made up of alternating semitones and whole tones.,"escala_octatónica, escala_octatonica, escala_disminuida, escala_octatonic, octatonic",YES,
