wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:03868390n,,"mridangam, mridangams, mrithamgam, mrudamgam, mrudangam, miruthangam, mridanga, mirudangam, mrudanga, mathala, mridangam_lessons, mrdangam, mrudung, mridangamela, mridengem, mrindangam, mridang, mridangamlessons, mruthamgam, mruthangam",The mridangam is a percussion instrument of ancient origin.,"mridangam, mrudangam, mridang",YES,,,
,bn:00579631n,,"mozart_effect, the_mozart_effect",The Mozart effect refers to the theory that listening to the music of Mozart may temporarily boost scores on one portion of an IQ test.,mozart_effect,YES,,,
,bn:00030496n,,"mouthpiece, embouchure, embouchure_hole, jj_babbitt, pirouette, brass_mouthing, ambiture, crystal_mouthpiece, chops, emboucher, imboccatura, woodwind_mouthing",The aperture of a wind instrument into which the player blows directly,"embouchure, mouthpiece, amezuur, lipspanning, ammezuur, uitmonding, mondstuk",YES,,,
,bn:03852360n,,"motorik, motorik_beat","Motorik is the 4/4 beat often used by, and heavily associated with, krautrock bands.",motorik,YES,,,
,bn:03717814n,,"motet-chanson, chanson_motet, motet_chanson, chanson-motet","The motet-chanson was a specialized musical form of the Renaissance, developed in Milan during the 1470s and 1480s, which combined aspects of the contemporary motet and chanson.",motet-chanson,YES,,,
,bn:00610705n,,"morsing, morchang, mourching, mukharshanku, morching, murcang, morsingh","A morsing is an instrument similar to the Jew's harp, mainly used in Rajasthan, in the Carnatic music of South India, and in Sindh, Pakistan.",morsing,YES,,,
,bn:00055934n,,morris_dancer,Someone who does a morris dance,morris_danser,YES,,,
,bn:00055933n,,"morris_dance, morris_dancing, morris_dances, morris_men, morris_dancers, morris_music, morris-dancers, morris-dance, bampton_morris_dancers, moriss_dancing, morrice_dance",Any of various English folk dances performed by dancers in costume,"morris_dance, morris_dansen, morris_dansers, morris_dans, morris_dancing",YES,,,
,bn:02938474n,,"moroccan_pop, mor-pop","Moroccan pop or abbreviated as Morocco-pop music is a genre of the new Moroccan music generation along the hip hop, rap music in Morocco.",marokkaanse_pop,YES,,,
,bn:00281451n,,"moroccan_hip_hop, moroccan_rap",Moroccan rap music was first introduced in Morocco by the famous raper who started his quest in the.,marokkaanse_hip_hop,YES,,,
,bn:03804901n,,"morna, mornha",The morna is a music and dance genre from Cape Verde.,morna,YES,,,
,bn:01107891n,,"moresca, danse_des_bouffons, morisca, moresque, les_bouffons, mauresque","For the Croatian sword dance, see Moreška.","moresca, moriskendans",YES,,,
,bn:02079488n,,"moombahton, moombahcore, moombahsoul","Moombahton is a fusion genre of house music and reggaeton that was created by American DJ and producer Dave Nada in Washington, D.C., in 2008.",moombahton,YES,,,
,bn:01126223n,,"moog_synthesizer, moog_modular_synthesizer, moog_synthesizers, moog_synthesiser, moog_modular, moog-synth, moog_apollo, moog_synth, moog_machine, moog_stand, moog_iii-c, moog_modular_v, moog_records, moog_modular_synthesiser, moog_modular_synthesizer_systems, moog_keyboard","Moog synthesizer may refer to any number of analog synthesizers designed by Robert Moog or manufactured by Moog Music, and is commonly used as a generic term for older-generation analog music synthesizers.",moog_modulaire_synthesizer,YES,,,
,bn:00441578n,,moodbar,Moodbar is a computer visualization used for navigating within a piece of music or any other recording on a digital audio track.,moodbar,YES,,,
,bn:00055805n,,moo,The sound made by a cow or bull,"geloei, loeien, boe, moe",YES,,,
,bn:01963411n,,montuno,Montuno has several meanings pertaining to Cuban music and its derivatives.,montuno,YES,,,
,bn:00055760n,,monotony,Constancy of tone or pitch or inflection,"monotonie, eentonigheid",YES,,,
,bn:00055759n,,monotone,A single tone repeated with different words or different rhythms (especially in rendering liturgical texts),"monotoon, eentonig",YES,,,
,bn:00253843n,,monodrama,"A monodrama is a theatrical or operatic piece played by a single actor or singer, usually portraying one character.",monodrama,YES,,,
,bn:02993583n,,"mono, monaural, monophonic, monophonic_audio, monophonic_sound, monoraul, mono_sound, monoaural",Monaural or monophonic sound reproduction is sound intended to be heard as if it were emanating from one position.,"mono, mono_geluid, monoaural",YES,,,
,bn:03821507n,,monad,"In music, a monad is a single note or pitch.",monade,YES,,,
,bn:03864481n,,"module_file, music_disk, music_scene, umx, mod_music, mod-files, mod-scene, tracker_music_file, module_files, musicdisk, tracker_modules, tracker_music, mod_music_file, music_module, mod-music, module_player, modscene, module_music, mod_scene, tracking_scene, music_disks",Module file is a family of music file formats originating from the MOD file format on Amiga systems used in the late 1980s.,"module-muziek, music_disk, module_muziek, muziek_schijf, module_bestand",YES,,,
,bn:17256913n,,"modulation, changing_keys, chain_modulation, common_chord_modulation, common-chord_modulation, sequential_modulation, modulating_dominant, quasi-tonic, diatonic_pivot_chord_modulation, transitional_harmony, phrase_modulation, unprepared_modulation, music_modulation, truck_driver's_gear_change, enharmonic_modulation, modulate, changing_key, modulatory_progression, key_modulation, modulating, chromatic_modulation, common-tone_modulation, direct_modulation, key_change, transitional_chord, common_tone_modulation, key_changing, harmonic_modulation, parallel_key_modulation, static_modulation","In music, modulation is the change from one tonality to another.","modulatie, belangrijke_verandering, belangrijkste_verandering",YES,,,
,bn:00994479n,,"modular_synthesizer, modular_synth, modular, semi-modular_synthesizer, modular_synthesis, modular_synthesiser, modular_synthesizers",Modular synthesizers are synthesizers composed of separate modules of different functions.,modulaire_synthesizer,YES,,,
,bn:00430310n,,"modes_of_limited_transposition, mode_of_limited_transposition, messiaen_modes",Modes of limited transposition are musical modes or scales that fulfill specific criteria relating to their symmetry and the repetition of their interval groups.,vormen_van_beperkte_omzetting,YES,,,
,bn:03139545n,,modern_soul,"Modern soul is a style of music with associated clothing and dance styles, that developed in Northern England in the early 1970s.","modern_soul, moderne_ziel",YES,,,
,bn:00055469n,,"modern_dance, types_of_modern_dance, modern, modern_dancer, modern_dancing, modern_contemporary_dance",A style of theatrical dancing that is not as restricted as classical ballet; movements are expressive of feelings,"moderne_dans, moderne_danser",YES,,,
,bn:00055468n,,modern_ballet,A style of ballet that admits a wider variety of movements,"modern_ballet, hedendaags_ballet",YES,,,
,bn:00055445n,,"mode, musical_mode, modes_musical, musical_modes, modality, modes, properties_of_musical_modes, modal_music, eastern_modes, modal_scale",Any of various fixed orders of the various diatonic notes within an octave,"modaliteit, modus, muzikale_mode, wijs, muzikale_modes",YES,,,
,bn:03473944n,,modal_jazz,Modal jazz is jazz that makes use of musical modes often modulating among them instead of relying on one tonal center.,modale_jazz,YES,,,
,bn:02050693n,,"mod_revival, punk_mod",The mod revival was a subculture that started in England in 1978 and later spread to other countries.,mod_revival,YES,,,
,bn:01916775n,,"mizrahi_music, muzika_mizrahit, mizrahit, muzika_mizrachit, mizrahi_metal, mizrachi_music","Mizrahi music refers to a music genre in Israel that combines elements from Europe, the Middle East and North Africa; and is mostly performed by Israelis of Mizrahi Jewish descent.",mizrahi_muziek,YES,,,
,bn:03476556n,,"mizmar, mizmār, mazāmīr, sa’īdī_mizmār","In Arabic music, a mizmār is any single or double reed wind instrument.",mizmar,YES,,,
,bn:00175957n,,"mixture, mixture_stop","A mixture is an organ stop, usually of principal tone quality, that contains multiple ranks of pipes including at least one mutation stop.",mixtuur,YES,,,
,bn:01156726n,,"mixtape, mix_tape, mix-tape, mixtapes, street_album, mixed_track_medium, mixed_tape, audio_mixtape, mix_tapes, mix_cd, mixed_tapes","A mixtape is a compilation of music, typically from multiple sources, recorded onto a medium.","mixtape, mixtapes, mix_tape, mix-tape",YES,,,
,bn:02426793n,,"mixing_engineer, mix_engineer","A mixing engineer is responsible for combining different sonic elements of an auditory piece into a complete rendition, whether in music, film, or any other content of auditory nature.",mix_engineer,YES,,,
,bn:03049545n,,"missa_solemnis, missa_solennis, messe_solennelle, solemn_mass","Missa solemnis is Latin for solemn mass, and is a genre of musical settings of the mass ordinary, which are festively scored and render the Latin text extensively, opposed to the more modest Missa brevis.",missa_solemnis,YES,,,
,bn:01034658n,,"mirwas, marwas, marawis","The mirwās or marwas, plural marāwīs is a small double-sided hand drum originally from the Middle East.",mirwas,YES,,,
,bn:00818980n,,"min'yō, min'yo, nippon_minyo, min'you",Min'yō is a genre of traditional Japanese music.,"min'yo, min'yō",YES,,,
,bn:00055231n,,minuet,A stately court dance in the 17th century,menuet,YES,,,
,bn:00055202n,,"minor_key, minor_mode",A key based on the minor scale,"minor_mode, mineurstemming, mineur",YES,,,
,bn:02454339n,,"minneapolis_sound, the_minneapolis_sound","The Minneapolis sound is a subgenre of funk rock with elements of synth-pop and new wave, that was pioneered by Prince in the late 1970s.",minneapolis_geluid,YES,,,
,bn:01437073n,,"minneapolis_hardcore, list_of_minneapolis_hardcore_bands",Minneapolis hardcore is a form of hardcore punk that has evolved since the mid-1970s.,minneapolis_hardcore,YES,,,
,bn:01932888n,,minimusical,"Minimusical refers to works of musical theatre where elements of a musical, especially songs and dialogue, are incorporated into a short work for performance.",minimusical,YES,,,
,bn:01230915n,,"minimal_techno, mnml",Minimal techno is a minimalist subgenre of techno music.,"minimal_techno, minimal, mnml, microhouse",YES,,,
,bn:03381978n,,"minimal_music, minimalist_music, music_minimalist, minimalism_in_music, minimalist_pop, minimalistic_music, minimal_rock, minimalist_rock, minimal, minimalism, minimalism_music, minimilist_music, minimalist, minimal_pop, musical_minimalism",Minimal music is a form of art music or other compositional practice that employs limited or minimal musical materials.,"minimalistische_muziek, minimal_music, minimal_muziek, repetitieve_muziek, minimale_muziek, minimalisme",YES,,,
,bn:01515592n,,"mini_cd_single, 3""_cd_single, cd3, 3-inch_cd_single","The mini CD single is a music single released on a mini Compact Disc that measures 8 cm in diameter, rather than the standard 12 cm.",mini_cd_single,YES,,,
,bn:02141845n,,"mind_rhyme, subverted_rhyme, teasing_rhyme","A subverted rhyme, teasing rhyme or mind rhyme is the suggestion of a rhyme which is left unsaid and must be inferred by the listener.",ondermijnd_rijm,YES,,,
,bn:14928548n,,"milonga, milonga_music","Milonga is a musical genre that originated in the Río de la Plata areas of Argentina, Uruguay and the Brazilian state of Rio Grande do Sul.",milonga,YES,,,
,bn:01934926n,,"military_tattoo, tattoo, military_tattoos, taptoe",A military tattoo is a performance of music or display of armed forces in general.,"taptoe, militaire_taptoe",YES,,,
,bn:14216443n,,"military_and_processional_music, military_&_processional_music","Military and processional music was designed to fulfil necessary functions in a military environment, and accompanies pageants, parades, ceremonies, processions.",militaire_en_processiemuziek,YES,,,
,bn:02590365n,,"midwest_hip_hop, midwest_rap, midwestern_hip_hop, midwest_hip-hop, st._louis_rappers, mid_coast_rap, midwest_hop_hop, midwestern_rap, mid_coast_hip_hop, st._louis_hip_hop, midwestern_hip-hop",Midwest hip hop is a regional genre of hip hop music performed by artists from the Midwestern United States.,"midwest_rap, midwest_hip_hop",YES,,,
,bn:02775673n,,"middleground, structural_level, background, strata, foreground, schichten","In Schenkerian analysis, a structural level is a representation of a piece of music at a different level of abstraction, with levels typically including foreground, middleground, and background.","achtergrond, voorgrond",YES,,,
,bn:03609857n,,"middle_of_the_road, adult_standards/mor, mor, middle_of_the_road_music, contemporary_mor",Middle of the road is a commercial radio format and popular music genre.,"middle_of_the_road, middle-of-the-road-formaat",YES,,,
,bn:01329175n,,"middle_eastern_music, middle-eastern_music, music_of_the_middle_east, middle_eastern_popular_music",Middle Eastern music refers to different various music styles that span across the Middle East.,"muziek_van_het_midden-oosten, midden-oosten_muziek",YES,,,
,bn:00054847n,,middle_c,The note designated by the first ledger line below the treble staff; 261.63 hertz,middelste_c,YES,,,
,bn:03539115n,,"microtonal_music, microtonality, chromatically_microtonal, microtonal_tuning, macrotone, microtonal, microtone_music, microtonal_theory, microtones, microinterval, microtonal_system, microtone, macrotonality, microtonalism, macrotonal","Microtonal music or microtonality is the use in music of microtones—intervals smaller than a semitone, also called ""microintervals"".","microtonale_muziek, microtonaliteit, microtonale, microtonen, microtoon",YES,,,
,bn:01007102n,,"microsound, micro_sound, microtime","Microsound includes all sounds on the time scale shorter than musical notes, the sound object time scale, and longer than the sample time scale.",microsound,YES,,,
,bn:01646884n,,"microhouse, minimal_house, minimal, buftech, micro_house","Microhouse, buftech or sometimes just minimal, is a subgenre of house music strongly influenced by minimalism and 1990s techno.",microhouse,YES,,,
,bn:01381809n,,"miami_bass, bass, rap_music/bass, booty_music, miami_bass_music",Miami bass is a subgenre of hip hop music that became popular in the 1980s and 1990s.,miami_bass,YES,,,
,bn:00054706n,,"mi, f-flat, e, f♭, f_flat, mi_note",The syllable naming the third (mediant) note of any major scale in solmization,"e, mi",YES,,,
,bn:02965878n,,"mexican_son_music, mexican_son, son_mexicano","Son mexicano is a category of Mexican folk music and dance that encompasses various regional genres, all of which are called son.",mexicaanse_son_muziek,YES,,,
,bn:00384385n,,"mexican_rock_music, rock_music_in_mexico, los_rebeldes_del_rock","Mexican rock music, often referred to in Mexico as rock nacional, originated in the 1950s.","mexicaanse_rockband, mexicaanse_rock",YES,,,
,bn:01921836n,,mexican_cumbia,Mexican cumbia is a musical subgenre of cumbia which was reinvented in Mexico.,mexicaanse_cumbia,YES,,,
,bn:02586440n,,"métis_fiddle, metis_fiddle, métis_fiddling, metis_fiddling","Métis fiddle is the style that the Métis of Canada and Métis in the northern United States have developed to play the violin, solo and in folk ensembles.",métis_viool,YES,,,
,bn:02874483n,,"metallophone, metalophone, resonator_bell, metallophones, metalophones","A metallophone is any musical instrument in which the sound-producing body is a piece of metal, consisting of tuned metal bars, tubes, rods, bowls, or plates.","metallofoon, metallofonen",YES,,,
,bn:03480641n,,"metalcore, metallic_hardcore, metal_core_music, metal_core, metallic_hardcore_punk_rock, metalcore_punk, 1990s_metallic_hardcore, gothic_metalcore, 1990s'_metallic_hardcore, metallic_hardcore_punk_music, metalcore_music, black_metalcore, metal_hardcore, heavy_metalcore, 1990s'_metallic_hardcore_scene, metal-core, metallic_hardcore_scene, 1990s_metallic_hardcore_scene, post-metalcore, 2000s_metalcore, list_of_metalcore_genres, metalic_hardcore, metalicore, metallic_hardcore_punk, metallic_hardcore_punk_rock_music, 1980s_metalcore, metallic_hardcore_music, metallicore, 1990s_metalcore, modern_hardcore",Metalcore is a fusion music genre that combines elements of extreme metal and hardcore punk.,"metalcore, hardcore_metal",YES,,,
,bn:02770591n,,messa_di_voce,Messa di voce ˈmessa di ˈvoːtʃe is a singing technique that requires sustaining a single pitch while gradually making the voice louder and then softer.,messa_di_voce,YES,,,
,bn:03274064n,,"méringue, meringue_music, méringue_music, mereng, meringue, meringue_lente, méringue_de_salon, meringue_de_salon, méringue_lente",Méringue ,meringue,YES,,,
,bn:03381663n,,merenrap,"Merenhouse/Merenrap is a hip hop music style formed by blending merengue music, with house, hip hop, and Caribbean music.",merenrap,YES,,,
,bn:02515015n,,"merenhouse, merengue_house","Merenhouse/merenrap or electronic merengue is a hip hop music style formed by blending Dominican merengue music with rap, dancehall reggae and hip hop.","merenhouse, merengue_house",YES,,,
,bn:01602198n,,"merengue_típico, perico_ripiao, merengue_tipico, merengue_cibaeño, merengue_típico_cibaeño, merengue_típico_cibaeno, merengue_cibaeno, merengue_tipico_cibaeno","Merengue típico is a musical genre of the Dominican Republic, and the oldest style of merengue.","merengue_típico, merengue_tipico",YES,,,
,bn:03167792n,,"merengue_music, merengue, urban_merengue, merenguero, merenque","Merengue is a type of music and dance originating in the Dominican Republic, which has become a very popular genre throughout Latin America, and also in several major cities in the United States with Latin communities.","merengue, merengue_muziek",YES,,,
,bn:03167800n,,merengue,Merengue is a style of Dominican music and dance.,merengue,YES,,,
,bn:00054399n,,"meow, mew, miaou, miaow, miaul",The sound made by a cat (or any sound resembling this),"miauw, kattengejank, kattegejank, gemiauw, miaul",YES,,,
,bn:03157321n,,"mento, mento_music, mento_rhythm",Mento is a style of Jamaican folk music that predates and has greatly influenced ska and reggae music.,mento,YES,,,
,bn:03404932n,,"memphis_soul, memphis_soul_music","Memphis soul, also known as the Memphis sound, was the most prominent strain of Southern soul.",memphis_soul,YES,,,
,bn:00958626n,,"memphis_blues, list_of_memphis_blues_musicians","The Memphis blues is a style of blues music created from the 1910s to the 1930s by musicians in the Memphis area, such as Frank Stokes, Sleepy John Estes, Furry Lewis and Memphis Minnie.",memphis_blues,YES,,,
,bn:01932891n,,memotron,"The memotron is a virtual mellotron, based on digitized samples from the original keyboard's sounds.",memotron,YES,,,
,bn:03398337n,,melodramma,"Melodramma is a 17th-century Italian term for a text to be set as an opera, or the opera itself.",melodramma,YES,,,
,bn:02465124n,,"mélodie, melodie, french_melodie","A mélodie is a form of French art song, arising in the mid-19th century.",melodie,YES,,,
,bn:02447073n,,"melodics, melodik","Melodics is the features of melody that are characteristic for a particular style, period, or group of composers, e.g. baroque melodics, the melodics of Frédéric Chopin's compositions.",melodics,YES,,,
,bn:03645393n,,melodica_in_music,Melodica in music refers to the musical use of melodica.,melodica_in_muziek,YES,,,
,bn:03411669n,,"melodica, pianica, accordina, blow-organ, keyboard_harmonica, melodika, vibrandoneon, key-flute",The melodica is a free-reed instrument similar to the pump organ and harmonica.,melodica,YES,,,
,bn:00325647n,,"melodic_motion, melodic_contour, melodic_movement, terraced_descent","Melodic motion is the quality of movement of a melody, including nearness or farness of successive pitches or notes in a melody.","melos, melodische_beweging",YES,,,
,bn:15769268n,,"melodic_metalcore, symphonic_metalcore, modern_metalcore","Melodic metalcore is a fusion genre, incorporating elements of melodic death metal and metalcore; it has a heavy emphasis on melodic instrumentation, distorted guitar tones, palm muting, double bass drumming, blast beats, metalcore-stylized breakdowns, aggressive screaming, death growls, and clean singing.",melodische_metalcore,YES,,,
,bn:01801081n,,"melodic_hardcore, melodic_hc, melocore, melodic_hardcore_punk_music, melodic_hardcore_punk_rock, melodic-hardcore, easycore, melodic_post_hardcore, melodic_hardcore_music, popcore, melodicore, list_of_melodic_hardcore_bands, melodic_hardcore_punk, melodic_punk, melodic_metallic_hardcore, melodic_hardcore_punk_rock_music, melocore_music",Melodic hardcore is a broadly defined subgenre of hardcore punk with a strong emphasis on melody in its guitar work.,"melodieuze_hardcore, melodische_hardcore",YES,,,
,bn:03476774n,,"melodic_death_metal, melodeath, gothenburg_metal, melodic_death, melodic_death-metal, swedecore, gothenburg_sound, post-death, melo-death_metal, melo_death_metal, melo-death, melodic_deathmetal, melo_death, melodeath_metal, melodic_death_metal_music, mellow_death, melodeth","Melodic death metal is a subgenre of death metal that employs highly melodic guitar riffs, often borrowing from traditional heavy metal.","melodieuze_deathmetal, melodic_death_metal, gothenburg_metal, melodieuze_death_metal, gothenburg_melodic_death_metal, melodische_gothenburg_death_metal, symfonische_death_metal",YES,,,
,bn:01592415n,,"melodeon, diatonic_button_accordion, diatonic_accordion, irish_button_accordion, buttonbox, one_row_melodeon",A melodeon or diatonic button accordion is a member of the free-reed aerophone family of musical instruments.,"trekzak, sardijnse_accordeon, trekharmonika, button-accordion, melodeon, diatonic_button-accordion, trekharmonica, diatonische_accordeon, diatonische_button_accordeon",YES,,,
,bn:03334099n,,melodeclamation,Melodeclamation was a chiefly 19th century practice of reciting poetry while accompanied by concert music.,melodeclamatie,YES,,,
,bn:01680749n,,"mellophone, alt-corno, genis_corno, melophone, tenor_cor, cor_alto, mellophoniums, altkorno, mellophones, mellophonium","The mellophone is a 2- or 3-valve brass instrument pitched in the key of F, G,B♭, or E♭.","mellophone, mellofoon, corhoorn, stellahoorn, mellophonium",YES,,,
,bn:01628599n,,"melisma, melismata, melisms, melismatic, melismatic_singing, melismatic_style, syllabic, mellismatic, syllabic_style, runs, mellismas, melismas",Melisma is the singing of a single syllable of text while moving between several different notes in succession.,"melisme, melismatiek, Melisma, melismatische",YES,,,
,bn:03504473n,,"mel_scale, mel_frequency_bands, mel_frequency_scale","The mel scale, named by Stevens, Volkmann, and Newman in 1937, is a perceptual scale of pitches judged by listeners to be equal in distance from one another.","mel-schaal, mel_schaal",YES,,,
,bn:00628189n,,"meistersinger, master_singer, meistersaengers, meistergesang, meistersingers, mastersinger","A Meistersinger was a member of a German guild for lyric poetry, composition and unaccompanied art song of the 14th, 15th and 16th centuries.","meistersinger, meistergesang, meistersang, meistersänger",YES,,,
,bn:00054201n,,"megaphone, mega_phone, 🕬, 🕫, loud_hailer, audio_hailer, bull_horn, mega-phone, 📣, blow-horn, bull-horn",A cone-shaped acoustic device held to the mouth to intensify and direct the human voice,"megafoon, roeptoeter, scheepsroeper",YES,,"🕬, 🕫,  📣",
,bn:01847295n,,"megamix, finnyfromflickr",A MegaMix is a remix containing multiple songs in rapid succession.,megamix,YES,,,
,bn:01269382n,,"medieval_music, medieval_european_music, medieval_music_period, petronian_notation, medieval_music_era, mediaeval_music, music_of_the_middle_ages","In the broadest sense, Medieval music encompasses the music of the Western Europe during the Middle Ages, from approximately the 6th to 15th centuries.",middeleeuwse_muziek,YES,,,
,bn:03581236n,,"medieval_metal, renaissance_metal, medieval_heavy_metal, mittelalter_metal",Medieval metal is a subgenre of folk metal that blends heavy metal music with medieval folk music.,middeleeuwse_metal,YES,,,
,bn:01414157n,,"medieval_folk_rock, renaissance_rock","Medieval folk rock, medieval rock or medieval folk is a musical subgenre that emerged in the early 1970s in England and Germany which combined elements of early music with rock music.","medieval_metal, middeleeuwse_folk_rock",YES,,,
,bn:00054097n,,"mediant, mediant_chord, biii+, iii+, biii+_chord, iii+_chord, mediant_key, augmented_mediant_chord, iii7",(music) the third note of a diatonic scale; midway between the tonic and the dominant,mediant,YES,,,
,bn:03115366n,,"mechanical_license, mechanical_licensing, mechanical_rights","In copyright law, a mechanical license is a license from the holder of a copyright of a composition or musical work, to another party to ""cover song"", reproduce, or sample a portion of the original composition.",mechanische_licentie,YES,,,
,bn:03280186n,,mbube,"Mbube is a form of South African vocal music, made famous by the South African group Ladysmith Black Mambazo.",mbube,YES,,,
,bn:00962539n,,mbira_music,"In Zimbabwean music, mbira music is music played on an mbira, a traditional instrument of the Shona people of Zimbabwe.",mbira_muziek,YES,,,
,bn:03416913n,,"mbira, thumb_piano, kaffir_piano, thumb_pianos, list_of_mbira_musicians, mbira_nyunga_nyungas, thumb_pianoes, karimbas, board_piano, kuzanga, list_of_notable_mbira_musicians, lukeme, likembe, board_pianoes, mbira_hurus, likembes, likembé, kalimba, mbiras, mbira_huru, african_thumb_piano, mbira_njari, mbira_nyunga_nyunga, mbira_njaris, electric_thumb_piano, board_pianos, finger_piano, lkembe, mbira_dzavadzimu, kalimbas, mbilas","Mbira are a family of musical instruments, traditional to the Shona people of Zimbabwe.","duimpiano, kalimba, mbira, likembe, sansa",YES,,,
,bn:03264186n,,"mbaqanga, mbhaqanga, umbaqanga, mbaqhanga",Mbaqanga is a style of South African music with rural Zulu roots that continues to influence musicians worldwide today.,mbaqanga,YES,,,
,bn:02745367n,,"mbalax, mbalakh",Mbalax is the national popular dance music of Senegal and the Gambia.,mbalax,YES,,,
,bn:00053967n,,"mazurka, mazurek, mazuka, mazurkas",A Polish national dance in triple time,mazurka,YES,,,
,bn:01951830n,,"mazhar, mazhars, mizhar","The mazhar is a large, heavy tambourine used in Arabic music.",mazhar,YES,,,
,bn:16759976n,,"maxima, large, octuple_whole_note, duplex_longa, octuple_entire_musical_note, massima, octuple_note","A maxima, duplex longa, larga, or octuple whole note was a musical note used commonly in thirteenth and fourteenth century music and occasionally until the end of the sixteenth century.",maxima,YES,,,
,bn:01567094n,,"maxi_single, maxi-single, maxi_cd, cd_maxi, cd_maxi_single, digital_maxi_single, maxi_singles, extended_single, maxi-cd, cdm, mcd",A maxi single or maxi-single is a music single release with more than the usual two tracks of an A-side song and a B-side song.,"maxi_single, maxi-single, maxisingle, cd_maxi, cd_maxi_single",YES,,,
,bn:03610147n,,"mawwal, mawwāl, mawwâl","In Arabic Music, the mawwāl is a traditional and popular Arabic genre of vocal music that is very slow in beat and sentimental in nature, and is characterised by prolonging vowel syllables, emotional vocals, and is usually presented before the actual song begins.",mawwal,YES,,,
,bn:03624098n,,"matrix, at-oddness, bound-upness","In music, especially folk and popular music, a matrix is an element of variations which does not change.","matrix, at-oddness, bound-upness",YES,,,
,bn:03391358n,,"matra, matras","In Indian classical music, a matra is a beat, the smallest rhythmic sub-unit of a tala - the musical meter.",matra,YES,,,
,bn:00593478n,,"mathcore, math_metal, techcore, twinklecore, chaotic_hardcore, melodic_math-metal, melodic_math_metal, tech_hardcore, math_hardcore, indie_hardcore, noisecore, tech-grind, math/grind, technical_metalcore, art_metalcore, math_grind, math_metalcore, chaotic_metalcore, avant-garde_hardcore, math-grind, math_grindcore, avant-garde_metalcore, mathcore_punk, indie_metalcore, mathgrind, noise_metalcore, progressive_metalcore, indiecore, progcore, experimental_metalcore, extreme_math_rock","Mathcore is a subgenre of hardcore punk and metalcore influenced by post-hardcore, extreme metal and math rock that developed during the 1990s.","mathcore, chaotic_hardcore",YES,,,
,bn:01511925n,,"math_rock, mathrock, math-pop, math-rock, math_punk, maths_rock, mathpop, mathematical_rock, mathimatical_rock, math_pop",Math rock is a style of progressive and indie rock with roots in bands such as King Crimson and Rush as well as 20th-century minimal music composers such as Steve Reich.,"math-rock, math_rock, mathrock, mathpop, wiskunde-rock",YES,,,
,bn:01333689n,,"matepe, mbira_matepe",The matepe is a type of lamellophone played in North-Eastern Zimbabwe.,"matepe, mbira_matepe",YES,,,
,bn:00607427n,,mata-kantiga,"Mata-kantiga is a Malay genre of music of Portuguese origin, very similar to other Portuguese folk music, like the Desgarrada, to Repente, Cururu and Trova.",mata-kantiga,YES,,,
,bn:00172823n,,"mastering_engineer, mastering_engineers","A mastering engineer is a person skilled in the practice of taking audio that has been previously mixed in either the analog or digital domain as mono, stereo, or multichannel formats and preparing it for use in distribution, whether by physical media such as a CD, vinyl record, or as some method of streaming audio.","mastering-technicus, mastering_engineer",YES,,,
,bn:01897126n,,"mastering, cd_mastering, compact_disc_mastering, gold_master, master_recording, master_tape, master_tapes, music_mastering, mastered, master, lacquer_master, master_track, master_recordings, remasters, master_record, audio_mastering, master_reel","Mastering, a form of audio post production, is the process of preparing and transferring recorded audio from a source containing the final mix to a data storage device, the source from which all copies will be produced.","mastering, remaster, remastering, remasteren, master_tapes, masterspoor, master_opname, audio_mastering",YES,,,
,bn:16772588n,,mass_song,Mass song was a genre of Soviet music that was widespread in the Soviet Union.,mass_song,YES,,,
,bn:00640654n,,"maskandi, maskanda",Maskandi is a kind of Zulu folk music that is evolving with South African society.,"maskandi, maskanda",YES,,,
,bn:03314855n,,"mashup, mash-up, bastard_pop, mash-ups, mash_ups, bootleg, mash_up, blend, mashed_hits, mashup_music, mashup_artist, bastard_pop/rock, enjoy_the_sheket, mesh","A mashup is a creative work, usually in a form of a song, created by blending two or more pre-recorded songs, usually by superimposing the vocal track of one song seamlessly over the instrumental track of another, increasing the tempo and pitch while adding or reducing gaps to make it flow.","mashup, mash-up, bastaard_pop, mash-ups",YES,,,
,bn:01039135n,,mascherata,A mascherata is a dance from the sixteenth century and was particularly popular in Florence.,mascherata,YES,,,
,bn:01408461n,,marxophone,The Marxophone is a fretless zither played via a system of metal hammers.,marxophone,YES,,,
,bn:01657217n,,"martial_industrial, militant_music, military_pop","Martial industrial is a syncretic offshoot of industrial music characterized by noise, dark ambient atmospheres, neofolk melodies, dark wave tunes and neoclassical orchestrations as well as the incorporation of audio from military marches, historical speeches and political, apolitical or metapolitical lyrics.","martial_industrial, martial/military_pop, martial_industriële",YES,,,
,bn:03856130n,,"marímbula, marimbol, calimba, rhumba_box, marimbula, rumba_box",The marímbula is a plucked box musical instrument of the Caribbean.,marimbula,YES,,,
,bn:02599325n,,"marfa, timki",Marfa also Timki is a single hemispherical drum or percussion instrument.,"marfa, timki",YES,,,
,bn:00202923n,,"marching_percussion, marching_percussion_instrument, battery, drumline",Marching percussion instruments are instruments specially designed to be played while moving.,marching_percussion,YES,,,
,bn:03285877n,,"marcato, 𝅿, ben_marcato, 𝅻",Marcato ,"marcato, marcatissimo",YES,,,
