wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?,note,removed EN,Removed IT,Multiword Expression,annotator traduction
,bn:02319887n,n,"the_arts, arts, history_of_the_arts, classification_of_the_arts, creative_arts, cultural_arts, artistic_methods, arts_in_general, list_of_arts, forms_of_art","The arts refers to the theory, human application and physical expression of creativity found in human cultures and societies through skills and imagination in order to produce objects, environments and experiences.",arti,CHECK,,,,,
,bn:02323047n,n,"twelve-inch_single, 12""_single, 12""_version, 12""_vinyl, 12-inch_single, 12""_maxi_single, 12"", 12_inch, twelve-inch_vinyl, 12-inch_vinyl, 12″, 12-inch_maxi_single, 12_inch_single, 12-inch, 12_inch_singles","The twelve-inch single is a type of vinyl gramophone record that has wider groove spacing and shorter playing time with a 'single' or a few related sound tracks on each surface, compared to LPs which have several songs on each side.","12_pollici, 12_pollici_singolo, singolo_da_12"", 12_in_vinile",YES,,,,,
,bn:02324455n,n,rock_and_roll_revival,"Rock and Roll Revival was a back-to-basics musical trend of the late 1960s and early 1970s, in a sort-of backlash against the heavier and psychedelic rock sounds then in vogue.","rock_and_roll_revival, rock_&_roll_revival",CHECK,,,,,
,bn:02325494n,n,"bygdedans, gangar","Bygdedans is the regional, traditional dance of Norway.","danza_bygdedans, bygdedans, gangar",CHECK,,,,,
,bn:02327170n,n,"speed_metal, fast_metal, speed_rock, sped_metal, speed-metal",Speed metal is an extreme subgenre of heavy metal music that originated in the late 1970s from new wave of British heavy metal roots.,"speed_metal, speed_power_metal, speed_melodic_metal, speed-power_metal",CHECK,,,,,
,bn:02331727n,n,"sound_installation, sound_installations",Sound installation is an intermedia and time based art form.,"installazione_sonora, installazioni_sonore",YES,,,,,
,bn:02332112n,n,ikinimba,Ikinimba is probably the most revered musical tradition in Rwanda.,ikinimba,CHECK,,,,,
,bn:02332399n,n,principal,"The section principal in an orchestra, as well as any large musical ensemble, is the lead player for each respective section of instruments.",sezione_principale,YES,,,,,
,bn:02332738n,n,fanfare_orchestra,"A Fanfare Orchestra is a type of brass band consisting of the entire saxophone family, trumpets, trombones, euphoniums, baritone horns, flugelhorns and alto/tenor- or F-horns, as well as percussion.","fanfara, complesso_fanfara",YES,,,,,
,bn:02334170n,n,"systems_music, system_music","Systems music is music with sound continua which evolve gradually, often over very long periods of time.","musica_system, system_music",YES,,,,,
,bn:02335148n,n,chiba,Chiba is a Chinese vertical end-blown flute and one type of xiao.,"chiba, chiba_cinese",YES,,,,,
,bn:02336897n,n,"sample-based_synthesis, sample-based",Sample-based synthesis is a form of audio synthesis that can be contrasted to either subtractive synthesis or additive synthesis.,"campione_strumento_basato_sul, wavetable",YES,,,,,
,bn:02337763n,n,"catalan_rumba, rumba_catalana, rumba, catalan_rhumba",The Catalan rumba is a genre of music that developed in Barcelona's Romani community beginning in the 1950s.,rumba_catalana,CHECK,,,,,
,bn:02341342n,n,"bergamask, Bergamasca, bergomask, buffons, mattacinata, bouffons, bergamesca, matachins, mattacino, les_bouffóns_ou_mattachins","Bergamask, bergomask, bergamesca, or bergamasca, is a dance and associated melody and chord progression.",bergamasca,YES,,,,,
,bn:02342167n,n,"1930s_in_jazz, 1930s_jazz, jazz_in_the_1930s, jazz_in_1930s, the_1930s_in_jazz","Swing jazz emerged as a dominant form in American music, in which some virtuoso soloists became as famous as the band leaders.",,NO,,,,,
,bn:02342443n,n,"murder_ballad, tragic_ballad",Murder ballads are a subgenre of the traditional ballad form dealing with a crime or a gruesome death.,ballata_omicidio,CHECK,,,,,
,bn:02343762n,n,"music_artist, professional_musician",Occupation,"artista_musicale, artista, musicista, musicista_professionale",CHECK,,,,,
,bn:02345285n,n,"quintuple_meter, 5/4_time, quintuple_metre, quintuple_time",Quintuple meter or quintuple time is a musical meter characterized by five beats in a measure.,"5/4, cinque_quarti, tempo_5/4",YES,,,,,
,bn:02345294n,n,"septuple_meter, septuple_metre, list_of_musical_works_in_7/4_or_7/8_time, 7/4, septuple_time","Septuple meter or septuple time is a meter with each bar divided into 7 notes of equal duration, usually 74 or 78.","misura_settenaria, misura_a_sette_tempi",YES,,,,,
,bn:02347730n,n,"lattice, tone-lattice, tuning_table, pitch_lattice, tuning_lattice, tuning_matrix, tuning_array","In musical tuning, a lattice ""is a way of modeling the tuning relationships of a just intonation system.","reticolo_di_intonazione, intonazione_a_reticolo",YES,,,,,
,bn:02348645n,n,"stem, note_stem, music_stem, 𝅥","In musical notation, stems are the, ""thin, vertical lines that are directly connected to the head.""","gambo, plica_nota, plica",YES,"sostituiti ""stelo_nota, stelo"" con ""plica_nota, plica""",,"stelo_nota, stelo",,
,bn:02348889n,n,"glide_step, roll_step, 8:5_step, roll-step, 8_to_5_step, active_knee, roll_stepping","Glide step is a form of movement used by marching bands to minimize upper body movement, enabling musicians to play their instruments and march without air-stream interruptions.",glide_step,YES,,,,,
,bn:02352044n,n,"delay, echo_chamber, delay-line, tape_echo, delay_pedal, delay_effect, tape-echo, echo_machine, ecco-fonic, analog_delay, slapback_echo, delay_unit, straight_delay, doubling_echo, oil-can_delay_method, tape_delay","Delay is an audio signal processing technique and an effects unit which records an input signal to an audio storage medium, and then plays it back after a period of time.","delay, delay/echo, echo/delay, cassa_di_risonanza",YES,,,,,
,bn:02352050n,n,"schlager_music, schlager, schlagers, iskelmä, iskelma, schlagemusik, iskelmae, schlagermusik, german_schlager_music, shlager","Schlager music is a style of European popular music that is generally a catchy instrumental accompaniment to vocal pieces of pop music with simple, happy-go-lucky, and often sentimental lyrics.","schlager, musica_schlager, schläger, schlagers",YES,,,,,
,bn:02352857n,n,sigah,Segah is the name of a Dastgah in Persian and related systems of music.,sigah,CHECK,,,,,
,bn:02352885n,n,bayati,"Bayātī, also known as Bayat and Uşşâk, is the name of a maqam in Arabic, Turkish, and related systems of music.",bayati,CHECK,,,,,
,bn:02354997n,n,"flauto_d'amore, flûte_d'amour, flute_d'amour, liebesflöte, flute_d'amore","The flûte d'amour is an uncommon member of the Western concert flute family, pitched in A♭, A, or B♭ and is intermediate in size between the modern C concert flute and the alto flute in G. It is the alto member of the flute family.","flauto_d'amore, flauto_tenore",YES,,,,,
,bn:02356703n,n,rara,"Rara is a form of festival music that originated in Haiti that is used for street processions, typically during Easter Week.",rara,CHECK,,,,,
,bn:02358848n,n,"trip_hop, american_trip_hop, the_bristol_sound, trip-hop, 2000s_trip_hop, triphop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.","trip_hop, trip-hop, bristol_sound, triphop",CHECK,,,,,
,bn:02359569n,n,"college_rock, college_alternative",College rock was the alternative rock music played on student-run university and college campus radio stations located in the United States and Canada in the 1980s.,college_rock,CHECK,,,,,
,bn:02360728n,n,"uplifting_trance, anthem_trance, epic_trance, euphoric_trance, epic","A large subgenre of trance music, named for the feeling which listeners claim to get (often described as a ""rush"").","Uplifting_trance, trance_edificante",CHECK,,,,,
,bn:02365030n,n,music_catalog,"In the music industry, a collection of musical compositions is cataloged into a music catalog.",catalogo_musicale,YES,,,,,
,bn:02367825n,n,"music_venues_in_the_netherlands, list_of_music_venues_in_the_netherlands",Music venues in the Netherlands are a vivid part of the social cultural environment of the country.,"sale_da_concerto_olandesi, sale_da_concerto_nei_paesi_bassi",CHECK,,,,,
,bn:02371178n,n,repeat_after_me_song,A repeat after me song is a type of song where a leader sings a verse followed by the audience repeating what he/she says.,"canzoni_repeat_after_me, canzoni_ripetiamo_assieme",YES,,,,,
,bn:02375513n,n,berlin_school_of_electronic_music,The Berlin School is a style of electronic music that emerged in the 1970s.,"berlin_school, scuola_di_berlino_della_musica_elettronica",YES,,,,,
,bn:02376501n,n,"electric_piano, epiano, hohner_cembalet, e-piano, electronic_piano",An electric piano is a musical instrument which produces sounds when a performer presses the keys of a piano-style musical keyboard.,"piano_elettrico, pianoforte_elettrico",YES,,,,,
,bn:02378812n,n,chaubola,"Chaubola is a quatrain meter in the poetry of North India and Pakistan, often employed in folk songs.",chaubola,CHECK,,,,,
,bn:02379671n,n,"kokle, kokles, concert_kokles, zither_kokles",Kokle ,kokle,CHECK,,,,,
,bn:02380040n,n,duane_allman_discography,"This article presents the complete discography of Duane Allman as a member of the Hour Glass, the Allman Brothers Band, Derek and the Dominos and the Allman Joys, as a session musician and as a solo artist, sorted by year.",discografia_di_duane_allman,NO,,,,,
,bn:02381002n,n,"quantization, beat_quantization","In digital music processing technology, quantization is the studio-software process of transforming performed musical notes, which may have some imprecision due to expressive performance, to an underlying musical representation that eliminates the imprecision.","quantizzazione_musicale, quantizzazione_dei_beat",YES,,,,,
,bn:02381579n,n,discomix,"A discomix, or simply a disco, is an extended reggae 12-inch single that typically features the vocal track followed by a dub version or a deejay version of the same track.",discomix,YES,,,,,
,bn:02383297n,n,"jazz_funeral, new_orleans_funeral, new_orleans_funeral_music, funeral_with_music, new_orleans_jazz_funeral","A jazz funeral is a funeral procession accompanied by a brass band, in the tradition of New Orleans, Louisiana.",funerale_jazz,CHECK,,,,,
,bn:02384453n,n,"jazz_singing, vocal_jazz, jazz_vocal, jazz_vocalist, jazz_vocalists",Vocal jazz or jazz singing is an instrumental approach to the voice.,"jazz_vocale, cantante_jazz",YES,,,,,
,bn:02386473n,n,"jumpstyle, melbourne_bounce, jump_house, jump_style, jumpen, jump_style_dance, melbourne_jump","Jumpstyle is an electronic dance style and music genre popular in Western Europe, with existent scenes in Eastern Europe, Australia, and the Americas.","jumpstyle, hardjump",YES,,,,,
,bn:02389397n,n,"banjeaurine, banjorine","The Banjeaurine, also known as Banjourine or Banjorine, was a variant of the banjo, designed to play lead instrument in banjo orchestras from the 1890s to the 1930s.",banjorine,CHECK,,,,,
,bn:02392646n,n,"classical_music_of_the_united_kingdom, british_classical_music","Classical music of the United Kingdom is taken in this article to mean classical music in the sense elsewhere defined, of formally composed and written music of chamber, concert and church type as distinct from popular, traditional, or folk music.",musica_classica_nel_regno_unito,CHECK,,,,,
,bn:02393811n,n,naattupurapaattu,Naattupura Paattu is a form of Tamil folk music and Tamil folk culture.,naattupurapaattu,CHECK,,,,,
,bn:02394801n,n,rhapsody,"A rhapsody in music is a one-movement work that is episodic yet integrated, free-flowing in structure, featuring a range of highly contrasted moods, colour, and tonality.",rapsodia,YES,,,,,
,bn:02405676n,n,vocalese,Vocalese is a style or musical genre of jazz singing in which words are added to an instrumental soloist's improvisation.,vocalese,CHECK,,,,,
,bn:02408444n,n,"tape_recorder, magnetic_tape_sound_recording, 7½_ips_reel, reel-to-reel, open-reel_recording, reel-to-reel_audio_tape_recording_and_recorders, reel-to-reel_audio_tape_recording, open_reel, reel-to-reel_audio_tape_recorder, reel-to-reel_tape_deck, tape_splicing, open_reel_tape, audio_tape_cutting, reel_to_reel, open-reel, reel_to_reel_tape, reel-to-reel_tape_recorder, reel-to-reel_tape_recordings, cutting_audio_tape, reel-to-reel_audio_recording, reel_to_reel_tape_deck, reel-to-reel_recording, reel-to-reel_tape, reel_to_reel_tape_recorder, open-reel_deck, tonband, reel-to-reel_recorder, tape_editing, tape_splice","Reel-to-reel audio tape recording, also called open-reel recording, is the form of magnetic tape audio recording in which the recording medium is held on a reel that is not permanently mounted in an enclosed cassette.","bobina_aperta, bobine_aperte, bobina_a, reel-to-reel, montaggio_del_nastro, reel-to-reel_registratore, reel-to-reel_nastro",YES,,,,,
,bn:02409536n,n,"animal_song, animal_songs","Animal song is not a well-defined term in scientific literature, and the use of the more broadly defined term 'vocalizations' is in more common use.",comunicazione_animale_vocale,YES,,,,,
,bn:02410909n,n,"cracklebox, kraakdoos, crackle_box","A kraakdoos or cracklebox is a custom-made instrument, in the form of a noise-making electronic device.",cracklebox,YES,,,,,
,bn:02410993n,n,"twelve-bar_blues, twelve_bar_blues, 12_bar_blues, blues_changes, 12-bar_blues, bebop_blues, jazz_blues, quick-change, quick_to_four, blues_progression, blues_jazz, quick_four",The twelve-bar blues is one of the most prominent chord progressions in popular music.,"blues_in_12_misure, progressione_blues, jazz_blues, 12_bar_blues, dodici_battute_blues, 12_blues_bar",YES,,,,,
,bn:02413676n,n,"jarana_jarocha, jarana_de_son_jarocho","The jarana jarocha is a guitar-shaped fretted stringed instrument from the southern region of the state of Veracruz, Mexico.",jarana_jarocha,YES,,,,,
,bn:02413978n,n,chicago_soul,Chicago soul is a style of soul music that arose during the 1960s in Chicago.,"soul_di_chicago, chicago_soul",CHECK,,,,,
,bn:02415380n,n,"rock_festival, rock_music_festival, rock_festivals, list_of_traveling_rock_festivals, historic_rock_festival, list_of_rock_festivals, list_of_historic_rock_festivals, lists_of_rock_festivals, historic_rock_festivals, rock_fest","A rock festival is a series of musical performances by a variety of artists, which generally take place over a number of days.",festival_rock,YES,,,,,
,bn:02416386n,n,"sound_and_music_computing, music_computing, sound_computing",Sound and music computing is a research field that studies the whole sound and music communication chain from a multidisciplinary point of view.,"smc, musica_e_suoni_computazionale",YES,,,,,
,bn:02420735n,n,"novelty_piano, novelty_ragtime",Novelty Piano is a genre of piano and novelty music that was popular during the 1920s.,pianoforte_novità,YES,,,,,
,bn:02420996n,n,sweet_spot,"The sweet spot is a term used by audiophiles and recording engineers to describe the focal point between two speakers, where an individual is fully capable of hearing the stereo audio mix the way it was intended to be heard by the mixer.",sweet_spot,CHECK,,,,,
,bn:02421166n,n,street_date,"In business, a street date is the date a particular product is to be released for sale to the general public.",street_date,YES,,,,,
,bn:02421865n,n,"ipu, blaidyn_retar, ipus, ipu_heke_ʻole, ipu_heke",Ipu /ˈiːpuː/ is a percussion instrument made from gourds that is often used to provide a beat for hula dancing.,ipu,YES,,,,,
,bn:02422749n,n,"grands_motets, grand_motet","The grand motet was a genre of motet cultivated at the height of the French baroque, although the term dates from later French usage.","grand_motet, mottetti_grands",CHECK,,,,,
,bn:02423699n,n,mute_violin,The mute violin is a violin without or with a very shallow sound box.,"violino_muto, violino_sordino",YES,,,,,
,bn:02424001n,n,"musical_repertoire, repertoire","Musical repertoire is a collection of music pieces played by an individual musician or ensemble, or composed for a particular instrument or group of instruments, voice or choir.","repertorio_musicale, repertorio, repertoire",YES,,,,,
,bn:02426793n,n,"mixing_engineer, mix_engineer","A mixing engineer is responsible for combining different sonic elements of an auditory piece into a complete rendition, whether in music, film, or any other content of auditory nature.","mix_engineer, missaggio",YES,,,,,
,bn:02427719n,n,"celtic_fusion, celtic_reggae, celtic_rap, celtic_hip_hop","Celtic fusion is an umbrella term for any modern music which incorporates influences considered ""Celtic"", or Celtic music which incorporates modern music.",celtic_fusion,CHECK,,,,,
,bn:02428395n,n,"violin_concerto, concerto_for_violin_and_orchestra, violin_concertos, tchaikovsky_&_beethoven_violin_concertos",A violin concerto is a concerto for solo violin and instrumental ensemble.,"concerto_per_violino, concerto_per_violino_e_orchestra",YES,,,,,
,bn:02429430n,n,"serbian_hip_hop, serbian_and_montenegrin_hip_hop, serbian_hip-hop",Serbian hip hop refers to all genres of hip hop music in the Serbian language.,hip_hop_serbo,CHECK,,,,,
,bn:02430009n,n,"song_cycle, song_cycles, liederzyklus, song-cycle","A song cycle is a group, or cycle, of individually complete songs designed to be performed in a sequence as a unit.","ciclo_di_canzoni, ciclo_di_lieder, cicli_di_canzoni",YES,,,,,
,bn:02431448n,n,"double_platinum, multi-platinum, platinum, gold_album, record_certification, gold_disc, triple_platinum, gold_single, gold_certification, platinum_disc, platinum_single, certified_gold, album_certification, gold_record, music_recording_certification, music_recording_sales_certification, platinum_records, silver_album, platinum_albums, silver_certification, certified_gold_album, go_gold, gold_single_certification, record_sales, golden_record, multi-platinum_selling_r&b, platinum_record, certification, gold_disk_award, goldene_schallplatte, music_sales_certification, gold_disc_awards, music_certification, platinum_europe_award, platinum_certification, sales_certification, gold_sales_certification, diamond_album, platinum_album, gold_disk, silver_record, silver_disc, diamond_award, gold, album_sales_certifications, double-platinum, uranium_record, certified_platinum, gold_albums, diamond_disc, diamond_record, recording_certification, multiplatinum, gold_disc_award, platinum_sales, selling_platinum, diamond_single","Music recording certification is a system of certifying that a music recording has shipped, sold, or streamed a certain number of units.","disco_d'oro, disco_di_platino, disco_d'argento, certificazione_delle_vendite_di_dischi_musicali, disco_di_diamante, dischi_d'oro, disco_di_oro, dischi_d’oro, dischi_di_platino, multiplatino, certificato_disco_d'oro, doppio_disco_di_platino, platino, registrazione_di_musica_vendita_certificazione, record_di_diamante, oro, multi-platino, singolo_d'oro, triplo_disco_di_platino, certificazione_d'oro",YES,,,,,
,bn:02434520n,n,"clubbing, club_subculture, club_culture",Clubbing is the activity of visiting and gathering socially at nightclubs and festivals.,"clubbing, nightclub, night_club, night",YES,,,,,
,bn:02435368n,n,"experimental_rock, avant-garde_rock, avant-rock, experimental-rock, avant_rock","Experimental rock, also called avant-rock, is a subgenre of rock music that pushes the boundaries of common composition and performance technique or which experiments with the basic elements of the genre.","rock_sperimentale, avant-garde_rock, experimental_rock, rock_d'avanguardia, avant-rock",CHECK,,,,,
,bn:02437629n,n,nardcore,"Nardcore is a hardcore punk movement that began in Southern California during the early 1980s, originating in Oxnard, Silver Strand Beach and Port Hueneme.",nardcore,CHECK,,,,,
,bn:02437915n,n,"bourrée, borreia, borrèia, bourree, bouree, pas_de_bouree, borry, bourée, boree",The bourrée is a dance of French origin and the words and music that accompany it.,"bourrée, bourree",YES,,,,,
,bn:02438498n,n,tati,"Tati is a form of folk song sung with a single stringed Naga traditional musical instrument known as Libuh, invented and used by the Chokri -Chakhesang people Naga people since time immemorial.",tati,CHECK,,,,,
,bn:02438939n,n,"stealth_disco, stealthdisco",Stealth disco refers to the act of being videotaped dancing or rocking out behind or near someone who is doing something serious and does not notice.,stealth_disco,CHECK,,,,,
,bn:02439299n,n,"sundari, sundri",The sundari or sundri is a double reed wind instrument.,sundari,YES,,,,,
,bn:02441367n,n,cabaletta,Cabaletta is a two-part musical form particularly favored for arias in 19th century Italian opera in the belcanto era until about the 1850s during which it was one of the era's most important elements.,cabaletta,CHECK,,,,,
,bn:02443990n,n,"chap, chhap",A chap or chhap is a percussion instrument.,chap,YES,,,,,
,bn:02447073n,n,"melodics, melodik","Melodics is the features of melody that are characteristic for a particular style, period, or group of composers, e.g. baroque melodics, the melodics of Frédéric Chopin's compositions.",caratteristiche_melodiche,YES,,,,,
,bn:02449420n,n,bubu_music,Bubu music is traditional music played by the Temne people in Sierra Leone.,"bubu, musica_bubu",CHECK,,,,,
,bn:02449528n,n,"harpejji, harpeji",The harpejji is an electric stringed musical instrument developed in 2007 by American audio engineer Tim Meeks.,harpejji,YES,,,,,
,bn:02451269n,n,"djent, djent_metal, djentcore, djentstep, djent_music",Djent is a subgenre of progressive metal.,djent,CHECK,,,,,
,bn:02454285n,n,"villancico, vilancete, villancicos",The villancico or vilancete was a common poetic and musical form of the Iberian Peninsula and Latin America popular from the late 15th to 18th centuries.,"villancico, vilancico, vilancete, villancicos",CHECK,,,,,
,bn:02454339n,n,"minneapolis_sound, the_minneapolis_sound","The Minneapolis sound is a subgenre of funk rock with elements of synth-pop and new wave, that was pioneered by Prince in the late 1970s.","minneapolis_sound, suono_di_minneapolis",CHECK,,,,,
,bn:02455160n,n,"ngoma, ng'oma, engoma, ngoma_drums, engoma_drums, ingoma, ng’oma, ngoma_drum, ngomas, ugandan_drums",Ngoma are musical instruments used by certain Bantu populations of Africa.,tamburi_ngoma,YES,,,,,
,bn:02455475n,n,"character_piece, charakterstück",A character piece is a musical composition which is relatively brief and is expressive of a specific mood or non-musical idea.,pezzi_carattere,YES,,,,,
,bn:02455720n,n,"tone_row, prime, twelve-tone_row, mirror_form, retrograde_equivalency, tune_row, pitch_aggregate, secondary_set, reihe, tone-row, total_chromaticism, total_chromatic, note_row, aggregate, weighted_aggregate, set-complex, p_number, array, tonveihe, set_complex, tone_rows, urzwölfklang, all-partition_array","In music, a tone row or note row, also series or set, is a non-repetitive ordering of a set of pitch-classes, typically of the twelve notes in musical set theory of the chromatic scale, though both larger and smaller sets are sometimes found.","dodecafonica_fila, riga_tono",YES,,,,,
,bn:02456336n,n,"three-chord_song, chord_progression, 3_chord_song, three_chord_songs, three_chord_trick, three-chord_songs, three-chord_trick, three-chord_rock, three_chord_rock, three_chord_song, three-chord_punk",A three-chord song is a song whose music is built around three chords that are played in a certain sequence.,tre_accordi_canzone,YES,,,,,
,bn:02458743n,n,"mannheim_school, mannheim_orchestra, mannheim_roller, grand_sigh, mannheim_climax, mannheim_rocket, mannheim_birds, mannheim_style, mannheim_bird, mannheim_crescendo","Mannheim school refers to both the orchestral techniques pioneered by the court orchestra of Mannheim in the latter half of the 18th century and the group of composers of the early classical period, who composed for the orchestra of Mannheim.","scuola_di_mannheim, orchestra_di_mannheim",CHECK,,,,,
,bn:02459805n,n,flumpet,The Flumpet is a hybrid brass instrument that shares the construction and timbral qualities of a trumpet and flugelhorn.,flumpet,YES,,,,,
,bn:02459947n,n,cadence-lypso,Cadence-lypso is a fusion of cadence rampa from Haiti and calypso from Trinidad & Tobago that has also spread to other English speaking countries of the Caribbean.,cadenza-lypso,CHECK,,,,,
,bn:02464530n,n,"art_punk, experimental_punk, art-punk, art_punk_rock, avant-garde_punk, avant_punk",Art punk is a subgenre of punk rock in which artists go beyond the genre's rudimentary garage rock and are considered more sophisticated than their peers.,"art_punk, progressive_punk, avant-punk, punk_arte",CHECK,,,,,
,bn:02465124n,n,"mélodie, melodie, french_melodie","A mélodie is a form of French art song, arising in the mid-19th century.",mélodie,CHECK,,,,,
,bn:02466009n,n,"regional_styles_of_mexican_music, spanish_oldies, spanish_contemporary, mexican_regional_music, regional_mexican_music, son_jalicense, regional_variations_of_mexican_music",Regional styles of Mexican music vary greatly vary from state to state.,stili_regionali_musica_messicana,CHECK,,,,,
,bn:02469052n,n,berklee_method,"In music performance and education, the Berklee method is the music theory, terminology, and practice taught at Berklee College of Music, the largest independent college of contemporary music in the world.",metodo_berklee,CHECK,,,,,
,bn:02469821n,n,chamarrita,"Chamarrita can refer to two different types of music and dance, one from the Azores in Portugal and one from the Rio de la Plata littoral region in northern Argentina, Uruguay, and southern Brazil.",chamarrita,CHECK,,,,,
,bn:02471528n,n,"alghoza, jodiya_pava, algoza, algoze, algoja, alghoze","Alghoza is a pair of woodwind instruments used by Baloch, Sindhi, Kutchi, Rajasthani and Punjabi folk musicians.",alghoza,YES,,,,,
,bn:02471546n,n,"tumbi, thumbi, toombi","The tumbi or toombi, also called a tumba or toomba, is a traditional musical instrument from the Punjab region of the northern Indian subcontinent.",tumbi,YES,,,,,
,bn:02474018n,n,comedy_hip_hop,الهيب هوب الكوميدي أو راب الكوميديا هو نوع فرعي من موسيقى الهيب هوب يتضمن عادة كلمات ساخرة.,comedy_hip_hop,CHECK,,,,,
,bn:02474827n,n,french_overture,The French overture is a musical form widely used in the Baroque period.,ouverture_francese,YES,,,,,
,bn:02474833n,n,"salsa_dura, salsa_gorda, salsa_brava","Salsa dura, also known as salsa brava or salsa gorda, is a style of salsa music developed in the 1970s with an emphasis on the instrumental part of the music over the lead vocals.","salsa_dura, salsa_gorda, salsa_brava",CHECK,,,,,
,bn:02475063n,n,"claviola, claviole, key-bagpipe",The Claviola is a musical instrument that was designed in the 1960s by Hohner technician and designer Ernst Zacharias.,claviola,YES,,,,,
,bn:02478931n,n,"toccata, toccatina, tocatta, toccatas","Toccata is a virtuoso piece of music typically for a keyboard or plucked string instrument featuring fast-moving, lightly fingered or otherwise virtuosic passages or sections, with or without imitative or fugal interludes, generally emphasizing the dexterity of the performer's fingers.",toccata,YES,,,,,
,bn:02486527n,n,bergerette,"A bergerette, or shepherdess' air, is a form of early rustic French song.",bergerette,CHECK,,,,,
,bn:02487188n,n,kommos,A kommos is a lyrical song of lamentation in an Athenian tragedy that the chorus and a dramatic character sing together.,"commo, kommos",CHECK,,,,,
,bn:02487308n,n,"wah-wah_pedal, wah_wah_pedal, wa-wa_pedal, wah_wah_guitar, wah_pedal, wa_pedal, wawa_pedal","A wah-wah pedal is a type of electric guitar effects pedal that alters the tone and frequencies of the guitar signal to create a distinctive sound, mimicking the human voice saying the onomatopoeic name ""wah-wah"".","pedale_wah, pedale_wah-wah",YES,,,,,
,bn:02490196n,n,"seguidilla, seguedille, sequidilla, sigadillas, seguidillas, séguedille",The seguidilla is an old Castilian folksong and dance form in quick triple time for two people with many regional variations.,"seguidillas, seguidilla",CHECK,,,,,
,bn:02491315n,n,"headliner, main_act, main_attraction, featured_act","A headliner is the main act in a music, theatre, or comedy performance.",headliner,YES,,,,,
,bn:02493249n,n,"bass-baritone, bass-baritones, hoher_bass, bass_baritone, dramatic_bass-baritone","A bass-baritone is a high-lying bass or low-lying ""classical"" baritone voice type which shares certain qualities with the true baritone voice.","basso-baritono, bass-baritone, bassi-baritoni, baritono_basso",YES,,,,,
,bn:02493481n,n,"white_power_music, rechtsrock, white_power_rock, fascist_experimental_music, hate_music, racist_folk, racist_country_music, segregation_music, segregationist_music, white_pride_music",White power music is music that promotes white nationalism.,"musica_del_potere_bianco, rechtsrock, musica_sperimentale_fascista, hate_music, musica_razzista",YES,,,,,
,bn:02494872n,n,"m_band, m-band",The NATO M band is the obsolete designation given to the radio frequencies from 60 to 100 GHz during the cold war period.,"nato_m-band, banda-m",CHECK,,,,,
,bn:02496101n,n,music_history_of_the_united_states_in_the_1960s,"Popular music of the United States in the 1960s became innately tied up into causes, opposing certain ideas, influenced by the sexual revolution, feminism, Black Power and environmentalism.",storia_della_musica_statunitense,CHECK,,,,,
,bn:02496183n,n,soundwalk,A soundwalk is a walk with a focus on listening to the environment.,"soundwalk, passeggiata_musicale, passeggiata_sonora",CHECK,,,,,
,bn:02498404n,n,exotica,"Exotica is a musical genre, named after the 1957 Martin Denny album of the same title that was popular during the 1950s to mid-1960s with Americans who came of age during World War II.",exotica,CHECK,,,,,
,bn:02499335n,n,"celtic_punk, irish_punk, jig_punk, paddy_punk, celtcore",Celtic punk is punk rock mixed with traditional Celtic music.,"celtic_punk, paddybeat, celtcore",CHECK,,,,,
,bn:02500681n,n,send_tape_echo_echo_delay,Send tape echo echo delay is a technique used in magnetic tape sound recording to apply a delay effect using tape loops and echo chambers.,"tecnica_send_tape, send_tape_echo_echo_delay",YES,,,,,
,bn:02501532n,n,tallava,"Tallava or Talava is a music genre originating from Albanian-speaking communities in the Republic of Macedonia as well as in Kosovo, with a presence in Albania.",tallava,CHECK,,,,,
,bn:02502276n,n,"latin_pop, pop_latino, latin_pop_music, latin_pop_/_latin_stars, latin_stars, latin-pop",Latin pop is a pop music subgenre that is a fusion of United States–style music production with Latin music genres from anywhere in Latin America.,"pop_latino, latin_pop",CHECK,,,,,
,bn:02502546n,n,overhead_microphone,"Overhead microphones are those used in sound recording and live sound reproduction to pick up ambient sounds, transients and the overall blend of instruments.","microfoni_panoramici, microfoni_overhead",YES,,,,,
,bn:02505359n,n,"drum_cadence, street_beat, street_cadence, marching_cadence","In music, a drum cadence or street beat is a work played exclusively by the percussion section of a modern marching band.",cadenza_tamburo,YES,,,,,
,bn:02507321n,n,"dhol, dhols, sandhal, dhola, tihli, indian_dhol_drumming, dagga, dholi","Dhol can refer to any one of a number of similar types of double-headed drum widely used, with regional variations, throughout the Indian subcontinent.",dhol,YES,,,,,
,bn:02507891n,n,sympitar,A Sympitar is a modern form of guitar combining functional aspects of the guitar and the Indian sitar.,sympitar,YES,,,,,
,bn:02508540n,n,"music_archaeology, music, archaeology",Music archaeology is an interdisciplinary study field that combines musicology and archaeology.,archeologia_musicale,YES,,,,,
,bn:02508672n,n,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,terpodion,YES,,,,,
